,business_id,date,likes,text,type,user_id
51,QPsNlmETw14k-_RqX-RULw,2011-08-15,0.0,"Ordered the ""cougar"" burger, Cajun style.",tip,wx12_24dFiL1Pc0H_PygLw
52,rkk2gLhqB3P5lwaGeBiDqQ,2011-08-07,0.0,Love the Elph artwork,tip,9HAZQakDPMi1uBhFZQyOpQ
53,rkk2gLhqB3P5lwaGeBiDqQ,2012-08-17,0.0,Out for birthday drinks. Come join me if you're free!,tip,wx12_24dFiL1Pc0H_PygLw
54,rkk2gLhqB3P5lwaGeBiDqQ,2012-11-24,0.0,Lovely mulled cider!,tip,uq9tCNnMJxM4QNrbUC2tfQ
55,rkk2gLhqB3P5lwaGeBiDqQ,2013-02-22,0.0,"Delish! Popped in for a spot of lunch while on vacation in Edinburgh. Staff was attentive and warm. Food was fresh, tasty and lick-the-spoon-clean good!! Bonus: great music! Could sit here all day. The cocktail list looks amazing, maybe a pm visit before heading back to the states.",tip,JCESis-wnTic8dp_37DxMw
56,rkk2gLhqB3P5lwaGeBiDqQ,2013-02-24,0.0,The water is served with watermelon and mint in it and is delicious!,tip,uq9tCNnMJxM4QNrbUC2tfQ
57,rkk2gLhqB3P5lwaGeBiDqQ,2013-04-03,0.0,"Cool atmosphere , great beer and good food. Definitely will come again even if its just for drinks , their mixed drink menu looked awesome.",tip,t8mTGXXe8u5WF7mvN09zRg
58,rkk2gLhqB3P5lwaGeBiDqQ,2013-06-27,0.0,Fantastic deals on bottles of prosecco!,tip,Bvphbgy_mGdjIv0ZWbszMg
59,rkk2gLhqB3P5lwaGeBiDqQ,2014-07-07,0.0,Closed: getting their floors done tonight!,tip,OA9I8dKT9Uims5rp7YFKzA
60,rkk2gLhqB3P5lwaGeBiDqQ,2015-08-07,0.0,"If you like Gin. Try the ""ginny Hendricks"" cocktail.",tip,TV2x0Wc8ZfmsUgQEt67b_A
61,rkk2gLhqB3P5lwaGeBiDqQ,2011-03-15,0.0,Ask what's new--it's not all on the drinks menu.,tip,I573IlRiSu5Sahc3gNQvrA
62,AYobEbZ5JZ3WuEQaQnRXvQ,,,,,
63,NLjG1EDhI2Aa71ZoLFqbQQ,2015-01-28,0.0,Meeting colleagues here - didn't know they have wifi! Great find!!!,tip,Xk8WOG4_2sayloIV7A7Y8g
64,NLjG1EDhI2Aa71ZoLFqbQQ,2015-08-10,0.0,Recently had,tip,zcfLbeipH2EvJPIgY46ppw
65,Mpn6AsGRp_3q00Mzjt-pVA,,,,,
66,r3QvCj1tsgASA90GBU3eVg,2015-12-13,0.0,"Outstanding Jerusalem artichoke soup on their Xmas menu, at the moment :-)",tip,RvyBcMVefE8BADMo0Dl48Q
67,nqZXFkRTH_vsGvOzRVWI8g,,,,,
68,u-JyVztsrx2f9sZKm5FvWQ,2015-12-04,0.0,Comfortably the worst restaurant in the city. Avoid.,tip,RvyBcMVefE8BADMo0Dl48Q
69,-rwVxBOV0VNXB12of1N6hg,2011-07-16,0.0,£21 three course meal is your best bet,tip,zt7Yfeld6yR_bD4EKaOMjQ
70,-rwVxBOV0VNXB12of1N6hg,2010-07-31,0.0,Words cannot describe how fantastic this food was!,tip,q6-XUsL3dg9zi2-2b60Lbg
71,KSaSzOVyWSo4Ma0UkBd56A,,,,,
72,VekKmagfcsfq0UOeX_7RPg,,,,,
73,UmOeVhicD3cTepEDC6p4jw,,,,,
74,WN2QUFWxIiTtUgW-oczrQg,2013-04-29,1.0,OMG cakes! You could have cake and wine here in the evening. Win.,tip,wx12_24dFiL1Pc0H_PygLw
75,WN2QUFWxIiTtUgW-oczrQg,2013-08-26,0.0,"Came with a friend and literally ordered one of each starter (and two of one) and a dessert in lieu of mains... the mains looked amazing, but I don't regret our approach since I love variety... still came to under £30 a person with two beers.",tip,dMNex88xg0EsAda_O7Jphg
76,WN2QUFWxIiTtUgW-oczrQg,2015-11-30,0.0,"Ask to be place table 3, best table out if the 11 they have. Book in advance and try their lunch for value for money meals",tip,KdUZomMtmpsT8u4MJAEGZA
77,WN2QUFWxIiTtUgW-oczrQg,2011-03-16,0.0,Most main meals come with veggies on the side.,tip,c2x5xCO3wwixaclonFpPVw
78,3JPBGbZ8cUreQqdEZmMqvQ,,,,,
79,IImme8H_HNUNNbPeTQwT_Q,2015-12-18,0.0,A decent 3 course Christmas lunch for £17.50 is hard to beat!,tip,vmyURrsBhEhnWjp697_qEw
80,IImme8H_HNUNNbPeTQwT_Q,2015-02-07,0.0,The bavarois is beautiful! They know how to do desserts,tip,tZs84cKAUSOtP_nAiSdreQ
81,Yly8lmMDbqqznWJxpez2hA,,,,,
82,j_Osmk22IY88-f8Bzr3m-g,,,,,
83,jgUtE_lFxqhMcG4ubWCQLg,2015-11-26,0.0,"Not many people know but the coffee here is one the cheapest in Edinburgh  at under £2 and it's very good. 

Also, the restaurant opens at 10 in case you're hungry for an early lunch and want to avoid the crowds.",tip,4r-Z4tfq1-mEL11IkGTfTQ
84,jgUtE_lFxqhMcG4ubWCQLg,2015-12-09,0.0,Some of the best falafel in Edinburgh!,tip,hdp4-ABw5NZVWl0itwQ5_w
85,jgUtE_lFxqhMcG4ubWCQLg,2015-01-12,0.0,Delicious lamb.,tip,W9XwRjRsgn_mz-x86IiImw
86,7jqK8QfIj5PN2HFKgDKBfw,,,,,
87,16_M0bA14jGcOE0hLmZK_w,,,,,
88,9lF6-JrS2PvTkw9KVxn3Yg,2013-05-22,0.0,They accept the taste card here,tip,TV2x0Wc8ZfmsUgQEt67b_A
89,mV2qIJvhYuHTI0_to25nrQ,2012-05-24,0.0,Sitting outside in this glorious sun #HappyAsLarry #IndependentEdinburgh,tip,Xk8WOG4_2sayloIV7A7Y8g
90,mV2qIJvhYuHTI0_to25nrQ,2012-05-25,0.0,"Sitting outside, sun shining & watching world go by... Oh & the food is tasty!!",tip,Xk8WOG4_2sayloIV7A7Y8g
91,mV2qIJvhYuHTI0_to25nrQ,2012-06-19,0.0,My wee regular sun trap!,tip,Xk8WOG4_2sayloIV7A7Y8g
92,mV2qIJvhYuHTI0_to25nrQ,2012-05-16,0.0,"Halloumi salad, get in my belly!!",tip,Xk8WOG4_2sayloIV7A7Y8g
93,5pA0bK3x-8TWzWzbZRUJew,,,,,
94,nEM1MVODyaZCWOg7Cya4EQ,,,,,
95,OsupIEGpLkAXW9xIg90Ksg,,,,,
96,Qey0hC4usZnGb2aP3Q-WpA,,,,,
97,Z9NI8AJnZULUD_kQBXMKwg,2013-04-15,0.0,Never judge a book by its cover its really quirky inside - breakfast until 2pm,tip,FRDbugHwLHTzsPMAfwJduA
98,4dIzmqGAhFIcuHfI8CySig,2011-05-30,0.0,Try to book the new aswell as the old part of the restaurant. New is nicer but the old os oh so cosy.,tip,4cU2_8cv3wxgchxcS7TCsw
99,4dIzmqGAhFIcuHfI8CySig,2012-08-18,0.0,I'm standing outside it playing 'what would I choose off the menu if I was having dinner here?' One day....... : ),tip,fWSwi74Zk1mscAQcIABMuw
100,4dIzmqGAhFIcuHfI8CySig,2013-08-11,0.0,Make.reservations early.,tip,3RRMsmSN66BAyz6HB_WEGg
101,4dIzmqGAhFIcuHfI8CySig,2013-12-14,0.0,"Had a wonderful business dinner here in early December 2013. The service was lovely, both warm and competent. The food was outstanding. I had a perfectly dressed cold crab and beautifully cooked venison. The single malt whiskey selection is quite wonderful and the wine list quite respectable. Very handsome place, both traditional and welcoming. A great place to spend time with other happy diners!",tip,nVQa8qgHbdosO-ZDY9-d_g
102,4dIzmqGAhFIcuHfI8CySig,2014-06-02,0.0,so so....they let us wait until the last minutes,tip,5CpiSlcO588zSWh3ImXaOg
103,4dIzmqGAhFIcuHfI8CySig,2014-07-20,0.0,Ask for a table on the terrace beautiful,tip,jDoOyZAcRepPWthQwLl71Q
104,4dIzmqGAhFIcuHfI8CySig,2014-07-26,0.0,"Do not eat in the ""secret garden""",tip,sxXq-U0sgP_0q83BvJzPjA
105,4dIzmqGAhFIcuHfI8CySig,2016-01-06,0.0,This is an expensive pleasure. However they do a January sale for the hotel rooms every year that includes the bottle of Champagne.,tip,sawr7FNupoFWqJtJl6hFFw
106,4dIzmqGAhFIcuHfI8CySig,2010-09-03,0.0,Really liked the haggis here,tip,zidFiD6K5X4Y-OQ1GqIY5w
107,XyYSroXLSCtQIK0taL9-fw,2012-04-25,0.0,Film Night,tip,qXLte7ikUM-__NHU5RaUgg
108,XyYSroXLSCtQIK0taL9-fw,2012-04-25,0.0,"Yelp film night, burgers and chat! Ace!  : )",tip,fWSwi74Zk1mscAQcIABMuw
109,XyYSroXLSCtQIK0taL9-fw,2013-05-15,0.0,Burger with haggis.....win,tip,qXLte7ikUM-__NHU5RaUgg
110,XyYSroXLSCtQIK0taL9-fw,2011-01-19,0.0,Hmmm 3 courses for £10,tip,qXLte7ikUM-__NHU5RaUgg
111,dXPmE2ncXbQTPBVNRODuNw,2014-09-18,0.0,Student discount ONLY if you show a student card BEFORE ordering - they're sneaky!,tip,gxNLfuOCnHrH5kVVWhFDiQ
112,vt-Oa0dmsDU2IYeX-Zg6fw,2011-06-24,0.0,The DJ plays downstairs,tip,AuOgUTGbkUL56zbOjutzSw
113,YYXSgf884lPO658lkh5QjQ,,,,,
114,5dUDkaxm5FdQanoNkP86KQ,,,,,
115,LES5wvNMruP8yGMBbl3NSw,2011-07-15,0.0,Average fried rice. Staff were courteous though,tip,w6ZQwutFCvmM2cYXbZjB9Q
116,LES5wvNMruP8yGMBbl3NSw,2013-10-08,0.0,Be prepared to have your ears assulted by the same song in mandarin on repeat!,tip,DEc_48vZ1s70k-wfYUA2qg
117,uwV0CKF9A5hBjTKLoplphg,2010-05-13,0.0,The beef buritto is good!,tip,2pxcprc3GGAeI_RM88-Cgw
118,uwV0CKF9A5hBjTKLoplphg,2010-06-06,0.0,Cheese and corriander quesidilla is to die for!!,tip,2pxcprc3GGAeI_RM88-Cgw
119,uwV0CKF9A5hBjTKLoplphg,2010-05-06,0.0,Try the cheese and corriander quesidillas,tip,2pxcprc3GGAeI_RM88-Cgw
120,4VqkjcY6OUJt7atNyv-1xw,,,,,
121,S-B0LVP2shyyX5Fkhmx30A,2011-07-29,0.0,Cheaper sips than London any day.,tip,dKnG9TCj8zWXbOopqyRmWw
122,S-B0LVP2shyyX5Fkhmx30A,2012-03-19,0.0,Lovely place but u need to settle in before the sun is over the yard arm to get a seat,tip,i_WyPpbIszujIB8eCIW-Lw
123,S-B0LVP2shyyX5Fkhmx30A,2012-04-08,0.0,A quiet afternoon to read a few articles and book chapters.,tip,L1Gtm7ovUSb98XG1P19oNw
124,S-B0LVP2shyyX5Fkhmx30A,2012-04-24,0.0,Dinner in a booth.,tip,L1Gtm7ovUSb98XG1P19oNw
125,S-B0LVP2shyyX5Fkhmx30A,2012-08-02,0.0,"Oysters horrible tonight, food a shambles!!!! Service however was superb as ever! Chef should be shot",tip,qXLte7ikUM-__NHU5RaUgg
126,S-B0LVP2shyyX5Fkhmx30A,2012-10-19,0.0,Henning!,tip,7DxQDfrnoQI9nGALyi-LyQ
127,S-B0LVP2shyyX5Fkhmx30A,2014-02-05,0.0,"Very affordable food for Central Edinburgh (sirloin, veg and chips for £13) in a very well kept bar with several booths for four or more",tip,pLmZ0mSMohAOIamaEGN5cw
128,S-B0LVP2shyyX5Fkhmx30A,2015-03-30,0.0,A glass of champagne and 3 oysters for £14.,tip,z2MElzZQIku5Sm1JXkchJg
129,S-B0LVP2shyyX5Fkhmx30A,2015-12-18,0.0,Busy tonight but still room to prop up the bar for pre-Christmas drinks,tip,vmyURrsBhEhnWjp697_qEw
130,S-B0LVP2shyyX5Fkhmx30A,2011-05-23,0.0,Book if you have more than 4 as it is a small venue,tip,4cU2_8cv3wxgchxcS7TCsw
131,R46yVmH-EBfEqFD8vJI1Gw,2015-11-28,0.0,Excellent customer service and food. Great spread as well.,tip,5nsqpf6OHxbXn_z-1PPKyA
132,R46yVmH-EBfEqFD8vJI1Gw,2013-09-17,0.0,"If you're working around here, look for corporate deal membership!!",tip,pbzl_e8Dt2-bkWhA2iYZ6g
133,POTGUAjI5Ag9zRrDNgSVOA,2011-03-31,0.0,Breakfast rolls for £1.50 or less.,tip,I573IlRiSu5Sahc3gNQvrA
134,POTGUAjI5Ag9zRrDNgSVOA,2011-10-13,0.0,Celebrating British citizenship with sausage and mash and Scottish cider.,tip,gfD4mXz1mDvUpK2Lk1J1Nw
135,POTGUAjI5Ag9zRrDNgSVOA,2012-06-03,0.0,Late check in! Had veggie sausages with chipotle and cheese mash earlier...it was delicious! Will be back here again asap!,tip,fWSwi74Zk1mscAQcIABMuw
136,POTGUAjI5Ag9zRrDNgSVOA,2012-07-01,0.0,Post-Yelp Canada Day macaroni and chips! Am quite excited!,tip,fWSwi74Zk1mscAQcIABMuw
137,POTGUAjI5Ag9zRrDNgSVOA,2012-08-22,0.0,"We really had high hopes based on all the Yelpers pos-feed but, alas, mums disappointed. The food looked great ...like a picture in an ad but...the steak and ale pie had a yucky licorice flavor and the fish was over battered and tasteless. On the other hand, the waiters were fantastic.",tip,EhnRTiZW0CQBL2XEXQVDtA
138,POTGUAjI5Ag9zRrDNgSVOA,2013-07-29,0.0,Great service. Friendly atmosphere. Delicious vittles.,tip,aY0BfnmasEUepzqmqp7X0A
139,POTGUAjI5Ag9zRrDNgSVOA,2014-04-16,0.0,"Great comfort food, all local produce. The staff are quirky, the music cool. Just top notch all round.",tip,jBEEeF5U0gTBQ-fdlTNmsg
140,tH-TyKlo4NpmL8p0wguhSw,,,,,
141,JyDhnweQ7Tv1m337tDbLEQ,2013-08-25,0.0,"Lots of gin/vodka/whisky on offer! Just about whatever drink takes your fancy, they have it!",tip,DEc_48vZ1s70k-wfYUA2qg
142,JyDhnweQ7Tv1m337tDbLEQ,2013-02-14,0.0,Nice relaxed atmosphere with a funky old black & red gothic look.,tip,ykAYjjgr476gvqWNcImGZg
143,nOel1jHjp5CW98mPOdt9Yw,2012-02-05,0.0,Dose time!,tip,wx12_24dFiL1Pc0H_PygLw
144,nOel1jHjp5CW98mPOdt9Yw,2012-02-06,0.0,They have a check in offer! Free glass of wine with 2 mains :),tip,wx12_24dFiL1Pc0H_PygLw
145,nOel1jHjp5CW98mPOdt9Yw,2012-10-29,0.0,Cheap food,tip,7CcDhESxdyCLbuwAq3qPug
146,nOel1jHjp5CW98mPOdt9Yw,2013-05-24,0.0,You get a free glass of wine with 2 courses!,tip,pWN5qUExm_SA5iM_78QD7w
147,nOel1jHjp5CW98mPOdt9Yw,2015-03-04,0.0,Apparently check-in offer is not valid anymore,tip,qW10n0kfwZB4Hr5U2QEwmA
148,nOel1jHjp5CW98mPOdt9Yw,2011-11-21,0.0,Masala dosas are amazing as is the lamb bhuna,tip,9hZky0cZ9Q_Hj9TlRQcwVA
149,gOGshF3w0eParpAPLTyDBA,2015-09-09,0.0,The midweek drinks deals,tip,chDQu5EzkJHxT6NLTr9x2w
150,gOGshF3w0eParpAPLTyDBA,2015-07-22,0.0,Midweek cocktail and drinks meal has some great deals!,tip,chDQu5EzkJHxT6NLTr9x2w
151,JOjshv2L5fPK8M1R4Fm2gg,,,,,
152,HKQe1IV-mwKqROcu0UE9WQ,,,,,
153,PMLfbdCLXnDEWQJH2D59DA,,,,,
154,_KhWxgstswdzKPfghqjoKw,,,,,
155,dafjd6glKjjjUdZ-mphFrQ,2013-09-28,0.0,"Definitely worth booking on the weekend, they use TopTable though so easy enough to do on the fly.",tip,dMNex88xg0EsAda_O7Jphg
156,dafjd6glKjjjUdZ-mphFrQ,2013-07-06,0.0,"The steamed mussels with toasted pine nuts, bacon, & fresh basil cream were a win on every level! A glorious starter if you're a fan of mussels.",tip,dMNex88xg0EsAda_O7Jphg
157,2ftNAAakpz-8nYLkUnx6xQ,,,,,
158,7MR_z-tvbr9Cu81J66OJPw,2012-07-11,0.0,Lots of burgers,tip,OskgfrWPNYEQVLMOrNjF6A
159,7MR_z-tvbr9Cu81J66OJPw,2013-11-02,0.0,Best Burger in Edinburgh? Quite possibly! The flavoured butters make a real difference.,tip,yEjZHUWegIL-7CFXgLHdSA
160,7MR_z-tvbr9Cu81J66OJPw,2012-05-17,0.0,Be jealous.,tip,w6ZQwutFCvmM2cYXbZjB9Q
161,fx4coO0OyW7Qe8vdLnlLiA,2012-05-30,0.0,"Yum, yum, yum, yum, yum!!! Amazing food, fantastic value...delicious...did I mention it was yummy!?",tip,fWSwi74Zk1mscAQcIABMuw
162,fx4coO0OyW7Qe8vdLnlLiA,2012-04-25,0.0,"Full meze spread, absolutely lovely.",tip,L1Gtm7ovUSb98XG1P19oNw
163,eGOmHm6Yrqr2Dt0q-unmqA,,,,,
164,f9vH4Xm_Kco27qT13HkZ3g,2010-02-02,0.0,"Avoid if your looking for a quiet meal for two, good atmosphere but it gets very noisy due to banking hall acoustics! Good for a group!",tip,xxUq_hq5SYCWlK6giagojA
165,f9vH4Xm_Kco27qT13HkZ3g,2011-07-20,0.0,"Make your own menu. I just had scrambled eggs, spinach, and salmon. Not quite on the menu, delicious nevertheless.",tip,c2x5xCO3wwixaclonFpPVw
166,f9vH4Xm_Kco27qT13HkZ3g,2011-09-23,0.0,First #EdCM in months!,tip,wx12_24dFiL1Pc0H_PygLw
167,f9vH4Xm_Kco27qT13HkZ3g,2011-10-14,0.0,The complimentary mini shortbreads make my day.,tip,wx12_24dFiL1Pc0H_PygLw
168,f9vH4Xm_Kco27qT13HkZ3g,2012-02-24,0.0,More water please.,tip,L1Gtm7ovUSb98XG1P19oNw
169,f9vH4Xm_Kco27qT13HkZ3g,2012-04-26,0.0,Free wifi,tip,_w8ooq0IVCFzAVT4ag6EOw
170,f9vH4Xm_Kco27qT13HkZ3g,2012-05-07,0.0,Bank holiday lunch,tip,qXLte7ikUM-__NHU5RaUgg
171,f9vH4Xm_Kco27qT13HkZ3g,2012-07-03,0.0,Make food with only Scottish and Italian producers,tip,OskgfrWPNYEQVLMOrNjF6A
172,f9vH4Xm_Kco27qT13HkZ3g,2012-08-23,0.0,"Nice, strong coffee.",tip,Yo6WTjxu9mnitbm4639owA
173,f9vH4Xm_Kco27qT13HkZ3g,2012-12-10,0.0,Yum yum yummy !,tip,6GiCNlObz5jWy9PPSAXP7A
174,f9vH4Xm_Kco27qT13HkZ3g,2012-12-31,0.0,Try any of the Aperol cocktails - can't beat a classic Aperol Spritz.,tip,Yo6WTjxu9mnitbm4639owA
175,f9vH4Xm_Kco27qT13HkZ3g,2013-09-25,0.0,just Desserts is fine with them. no need to order a full meal. also you can learn Italian whilst on the toilet :o),tip,tZs84cKAUSOtP_nAiSdreQ
176,f9vH4Xm_Kco27qT13HkZ3g,2013-11-09,0.0,Coffee,tip,qXLte7ikUM-__NHU5RaUgg
177,f9vH4Xm_Kco27qT13HkZ3g,2014-05-02,1.0,"Insane hot chocolate here! It's a bit pricey, £4.50-£5 but the quality is SO much better. Powdered HC from a cafe is £3? Pay the extra 1.50 for pure melted chocolate and fresh whipped cream. It's worth it, and this is coming from someone who isn't a crazy chocolate or cream fan!",tip,V1iYDdY05NuNd9_wyoF8uQ
178,f9vH4Xm_Kco27qT13HkZ3g,2015-02-03,0.0,High ceiling white and red interior decor. Hidden gem! Def recommended!,tip,-DULNjvrHrHIKOt1W5FDPg
179,f9vH4Xm_Kco27qT13HkZ3g,2015-06-18,0.0,"Delicious food and amazing, friendly service. Hot chocolate is to die for.",tip,skANZ-U0dp9OpJOqq-L08Q
180,attIWW_riwwKP1CRWgdCbg,2015-01-14,0.0,Simply amazing Thai food! Best in the UK,tip,eq1uG_B-l9epn0Y4FSKiOA
181,attIWW_riwwKP1CRWgdCbg,2012-09-15,0.0,"Fresh, delicious and authentic. Although beware, the prices on the menu out front are much cheaper than the ones on the real menus u get once seated! Although still worth it.",tip,6ux_7Z6ycYYvC8PNxQbWfw
182,RhFRNzCcTd48OA2QFDTdBA,,,,,
183,4ISrDLsDCi-AHOBylcgbAQ,2015-04-16,0.0,"Chicken tikka was amazing, especially when topped with jalapeño! Very generous portions.",tip,-emoUXg5bAPa56cchFn_hw
