business_id,date,likes,text,type,user_id
8RXIwWR34JunHKd00UU4wA,08/06/2015,0,Cute and cosey. Friendly staff with great coffee and yummies!,tip,unSZMe3HQ3g8jQZ1CExsnw
8RXIwWR34JunHKd00UU4wA,03/09/2015,0,"Amazing scones!Stopped for tea and light snack. Really enjoyed the scones.",tip,n0mTmQMTmr5vGGCbsP_-PQ
8RXIwWR34JunHKd00UU4wA,06/12/2015,0,"Some breakfast 8-11:30, and some other all day breakfast till 3:30pm",tip,gxNLfuOCnHrH5kVVWhFDiQ
8RXIwWR34JunHKd00UU4wA,28/01/2012,0,Massive brownies!,tip,PH-TR5VxMTOmOscSeufDMw
m9D6h0NRuVSQkFpyLZQcpQ,,,,,
tHLEoHBZtjH1G_ONnKwRNg,,,,,
vW_krCghxf4GYPRfkgZ06A,23/02/2012,0,Kubrick season!,tip,w6ZQwutFCvmM2cYXbZjB9Q
vW_krCghxf4GYPRfkgZ06A,26/05/2012,0,Its Wes Anderson season!,tip,wx12_24dFiL1Pc0H_PygLw
vW_krCghxf4GYPRfkgZ06A,22/01/2012,0,Australian fare at today's Cameo double bill.,tip,L1Gtm7ovUSb98XG1P19oNw
NkyjMfpdpYBKIarzVqY6yw,04/11/2013,0,Get there early for good seats!!,tip,fHKLNyxXoLkmK79zQVh0ig
NkyjMfpdpYBKIarzVqY6yw,18/11/2011,0,"Get there early to get a table and some food. And don't pick the tables at the front, obviously...",tip,hWsetj0Vyv7sDpJkr6HAOA
FfCUl9Bqt3QrL0xtkPDQXg,,,,,
KqgeyLdYbfsd9veyR6UGtw,04/05/2012,0,Prawn and venison steak and daiquiris and awesome company.,tip,wx12_24dFiL1Pc0H_PygLw
KqgeyLdYbfsd9veyR6UGtw,07/06/2012,0,Mmm lovely chilled wine!,tip,Ij0a9He_Aq0LPjuyIGvJSw
KqgeyLdYbfsd9veyR6UGtw,25/01/2013,0,Great craic,tip,TV2x0Wc8ZfmsUgQEt67b_A
KqgeyLdYbfsd9veyR6UGtw,09/03/2013,0,Watch the rugby here!,tip,OskgfrWPNYEQVLMOrNjF6A
KqgeyLdYbfsd9veyR6UGtw,29/11/2014,0,Deadly negroni! Well worth the stop in!,tip,JySNI9tIhmFFtUorc4zkwg
KqgeyLdYbfsd9veyR6UGtw,19/06/2015,0,Great spot for lunch as it's quiet during the week.,tip,JySNI9tIhmFFtUorc4zkwg
KqgeyLdYbfsd9veyR6UGtw,08/01/2012,0,"A good, chilled crowd on a Sunday, with regular, live music.",tip,Yo6WTjxu9mnitbm4639owA
Nq_BMV7kyx9_C3w0Jip6CA,14/06/2012,0,Looking a bit dreary and stripped out as they're about to close for refurbishment! Didn't stop the folk from coming though...busy pub with a lovely atmosphere!,tip,fWSwi74Zk1mscAQcIABMuw
Nq_BMV7kyx9_C3w0Jip6CA,10/07/2012,0,Newly renovated looks great,tip,OskgfrWPNYEQVLMOrNjF6A
Nq_BMV7kyx9_C3w0Jip6CA,21/12/2013,0,Awesome food and services. Recommend sausage and mash!,tip,raf7Qqr3EgRuylIU1nH96g
Nq_BMV7kyx9_C3w0Jip6CA,21/02/2014,0,Their Nicholson beer creamy and light,tip,KMplxDK7d5FTD_5YbCUkIQ
Nq_BMV7kyx9_C3w0Jip6CA,21/04/2014,0,"Its better than we thought, but touristy for sure.",tip,dO8OqhxTkAwiyXPMbQ66eg
Nq_BMV7kyx9_C3w0Jip6CA,13/11/2015,0,Great selection of Gins and Feverview Tonic,tip,jDoOyZAcRepPWthQwLl71Q
zBG2vQ0A6F5HQkv_aeWfAQ,18/05/2013,0,What's up with Bank? Re-mod or have they gone out of business? (May '13),tip,o64IkZLYluCHlDtWzQE71Q
zBG2vQ0A6F5HQkv_aeWfAQ,28/02/2013,0,great meetup point!,tip,tZs84cKAUSOtP_nAiSdreQ
zpsDyx9wh7LYjtBLTpu_-w,06/04/2011,0,Nice range of cask offerings. Few choices but decent pub grub in bar. Cheese plate is monstrous.,tip,02RDnE3850y-PRoE53ja6w
zpsDyx9wh7LYjtBLTpu_-w,24/07/2012,0,Tuesday drinkies and Olympics trip planning!,tip,fWSwi74Zk1mscAQcIABMuw
zpsDyx9wh7LYjtBLTpu_-w,10/11/2012,0,Pub qui rÃ©unit tous les gens aprÃ¨s le travail. Excellente ambiance !,tip,DsDcvBq_3-TmUIXLhEB1GQ
zpsDyx9wh7LYjtBLTpu_-w,31/10/2014,0,Breakfast served between 10:00 an 12:00 on Saturday and Sunday (no porridge though!),tip,pbzl_e8Dt2-bkWhA2iYZ6g
zpsDyx9wh7LYjtBLTpu_-w,14/08/2015,0,Affreux! A eviter!,tip,06g2umoOF_3A4KD-Dxt_hg
zpsDyx9wh7LYjtBLTpu_-w,02/11/2015,0,Edinburgh institution with full- on Victorian interior. Look out for the antique tiger mirror on the turn of the stairs.,tip,lKKNoVPM8DYstCRBUc5bxQ
zpsDyx9wh7LYjtBLTpu_-w,09/12/2015,0,Great beer selection and some of the friendliest bar tenders in the city :-),tip,RvyBcMVefE8BADMo0Dl48Q
y8ZHR3cH2Dm15gjwk3P87Q,,,,,
#NAME?,,,,,
QPsNlmETw14k-_RqX-RULw,16/02/2012,0,The ceiling.,tip,w6ZQwutFCvmM2cYXbZjB9Q
QPsNlmETw14k-_RqX-RULw,02/05/2012,0,Ignore the hours posted on Yelp; I'm here at 2:45pm on a Weds!,tip,Y4VovHrkfqDOdy9ZB5nntg
QPsNlmETw14k-_RqX-RULw,28/02/2013,0,Has a huge bar and wide assortment of vodkas,tip,OskgfrWPNYEQVLMOrNjF6A
QPsNlmETw14k-_RqX-RULw,28/02/2013,0,"Thanks Bar Kohl, Jenny and Yelp for an awesome yelp elite event!",tip,o64IkZLYluCHlDtWzQE71Q
QPsNlmETw14k-_RqX-RULw,11/04/2013,0,vodka! bloody Mary with stoli chili!,tip,tZs84cKAUSOtP_nAiSdreQ
QPsNlmETw14k-_RqX-RULw,11/04/2013,0,They pre-chill the martini glasses - always a good sign.,tip,MaxaY-P91WjOtGViSLK99w
QPsNlmETw14k-_RqX-RULw,25/10/2013,0,"They have loads of different gins, including Edinburgh Gin's spiced orange edition. Hello!",tip,TV2x0Wc8ZfmsUgQEt67b_A
QPsNlmETw14k-_RqX-RULw,07/07/2014,0,The Edinburgh pop sharing tipple is amazing!,tip,OA9I8dKT9Uims5rp7YFKzA
QPsNlmETw14k-_RqX-RULw,11/12/2014,0,They have grapefruit gin!,tip,#NAME?
QPsNlmETw14k-_RqX-RULw,11/12/2014,0,The Rosemary gin is amazing!,tip,#NAME?
QPsNlmETw14k-_RqX-RULw,30/12/2014,0,They're playing Gorillaz and the cocktails are solid. Happy!,tip,rTdwemX2MOIEKZ-ev_KVeA
QPsNlmETw14k-_RqX-RULw,08/03/2015,0,"Closed down, now Slighouse",tip,OA9I8dKT9Uims5rp7YFKzA
QPsNlmETw14k-_RqX-RULw,15/08/2011,0,"Ordered the ""cougar"" burger, Cajun style.",tip,wx12_24dFiL1Pc0H_PygLw
pM4RA9OXTsJn7cR9ilsmQA,,,,,
rkk2gLhqB3P5lwaGeBiDqQ,07/08/2011,0,Love the Elph artwork,tip,9HAZQakDPMi1uBhFZQyOpQ
rkk2gLhqB3P5lwaGeBiDqQ,17/08/2012,0,Out for birthday drinks. Come join me if you're free!,tip,wx12_24dFiL1Pc0H_PygLw
rkk2gLhqB3P5lwaGeBiDqQ,24/11/2012,0,Lovely mulled cider!,tip,uq9tCNnMJxM4QNrbUC2tfQ
rkk2gLhqB3P5lwaGeBiDqQ,22/02/2013,0,"Delish! Popped in for a spot of lunch while on vacation in Edinburgh. Staff was attentive and warm. Food was fresh, tasty and lick-the-spoon-clean good!! Bonus: great music! Could sit here all day. The cocktail list looks amazing, maybe a pm visit before heading back to the states.",tip,JCESis-wnTic8dp_37DxMw
rkk2gLhqB3P5lwaGeBiDqQ,24/02/2013,0,The water is served with watermelon and mint in it and is delicious!,tip,uq9tCNnMJxM4QNrbUC2tfQ
rkk2gLhqB3P5lwaGeBiDqQ,03/04/2013,0,"Cool atmosphere , great beer and good food. Definitely will come again even if its just for drinks , their mixed drink menu looked awesome.",tip,t8mTGXXe8u5WF7mvN09zRg
rkk2gLhqB3P5lwaGeBiDqQ,27/06/2013,0,Fantastic deals on bottles of prosecco!,tip,Bvphbgy_mGdjIv0ZWbszMg
rkk2gLhqB3P5lwaGeBiDqQ,07/07/2014,0,Closed: getting their floors done tonight!,tip,OA9I8dKT9Uims5rp7YFKzA
rkk2gLhqB3P5lwaGeBiDqQ,07/08/2015,0,"If you like Gin. Try the ""ginny Hendricks"" cocktail.",tip,TV2x0Wc8ZfmsUgQEt67b_A
rkk2gLhqB3P5lwaGeBiDqQ,15/03/2011,0,Ask what's new--it's not all on the drinks menu.,tip,I573IlRiSu5Sahc3gNQvrA
AYobEbZ5JZ3WuEQaQnRXvQ,,,,,
NLjG1EDhI2Aa71ZoLFqbQQ,28/01/2015,0,Meeting colleagues here - didn't know they have wifi! Great find!!!,tip,Xk8WOG4_2sayloIV7A7Y8g
NLjG1EDhI2Aa71ZoLFqbQQ,10/08/2015,0,Recently had,tip,zcfLbeipH2EvJPIgY46ppw
Rza-FztnKi8YfcSkn1KxgQ,31/05/2013,0,Great space for large events,tip,o64IkZLYluCHlDtWzQE71Q
yH9ir4281i2RHsXtfzghvg,,,,,
kRMmce-qdD06nm4ESno_3g,14/06/2013,0,"Had heard a lot about this place so wanted to try it out. Friendly staff, a great selection of sausages (the pork, ginger and mango is a winner) and a useful area with recipe leaflets to try out by the counter. And they stock Mellis cheese, the holy combination...meat and cheese!",tip,yjfA4kaVZkb2mSRcst0AYg
kRMmce-qdD06nm4ESno_3g,23/01/2014,0,"Their hog roast on Thursday lunch is amazing, gotta get there around 12:30-40 or you'll miss out.",tip,Z5F91_JiTdWwIFoD9ZqcSA
kRMmce-qdD06nm4ESno_3g,02/06/2012,0,Try lots of free sausage at the till!,tip,hWsetj0Vyv7sDpJkr6HAOA
8uMP4kv2Je6rM9ZNz0apGw,29/05/2014,0,No American Express accepted here. Nice bar. Pop music played though. Doesn't jive with feel,tip,stf-Vjh-wMNVVsCyxgr44w
AzCkY5u4WRGyj33XIWK5FA,,,,,
71Jz93r-PIkXpAP9Od_YwA,11/12/2015,0,Jam every Thursday 9-12. I think it's folk/celtic on alternating weeks!,tip,h4tfHGODErFCFrg6KEZ3xw
VxbK-VANsEOzqxTh_GzvzQ,29/05/2013,0,"Excellent special event venue, not to be confused with the Tron Pub located on the other side of Hunter SQ",tip,o64IkZLYluCHlDtWzQE71Q
POabgnQCv-GgefKBD2BZoQ,,,,,
Mpn6AsGRp_3q00Mzjt-pVA,,,,,
r3QvCj1tsgASA90GBU3eVg,13/12/2015,0,"Outstanding Jerusalem artichoke soup on their Xmas menu, at the moment :-)",tip,RvyBcMVefE8BADMo0Dl48Q
nqZXFkRTH_vsGvOzRVWI8g,,,,,
u-JyVztsrx2f9sZKm5FvWQ,04/12/2015,0,Comfortably the worst restaurant in the city. Avoid.,tip,RvyBcMVefE8BADMo0Dl48Q
2Yd7GEhU7uqzraztlLpWKQ,19/08/2012,0,"Afternoon pints and football on the tv. Is this what we used to do, before the Lympics?",tip,L1Gtm7ovUSb98XG1P19oNw
2Yd7GEhU7uqzraztlLpWKQ,13/05/2012,0,Multiple games of football on offer here. Much laughter from the Scottish clientele.,tip,L1Gtm7ovUSb98XG1P19oNw
#NAME?,16/07/2011,0,Â£21 three course meal is your best bet,tip,zt7Yfeld6yR_bD4EKaOMjQ
#NAME?,31/07/2010,0,Words cannot describe how fantastic this food was!,tip,q6-XUsL3dg9zi2-2b60Lbg
BMrC7D5ApOsxPGY_oqn7-w,15/06/2011,0,"Great Hotel, perfect location, free wifi but no parking.",tip,dSU5b2e9oB06ygbqGcvipw
XbTQWKfOaFmg9Q8p9q3iSQ,,,,,
xFz5u2Tgv1RYmqYZ9kUFFQ,30/04/2011,0,Good beer but a bit foosty.,tip,iAmfOFxBkFNrgHfT0rRmoA
xFz5u2Tgv1RYmqYZ9kUFFQ,11/10/2011,0,Avoid at all costs!!!! American bar man who is full of himself! Power hungry little man,tip,qXLte7ikUM-__NHU5RaUgg
xFz5u2Tgv1RYmqYZ9kUFFQ,11/10/2011,0,Elite Event - done! Time for some house special Islay gin.,tip,wx12_24dFiL1Pc0H_PygLw
xFz5u2Tgv1RYmqYZ9kUFFQ,02/02/2012,0,Winter beer festival... Can't go wrong.,tip,L1Gtm7ovUSb98XG1P19oNw
xFz5u2Tgv1RYmqYZ9kUFFQ,07/07/2012,0,The bar keep is a Chinese girl from Texas!,tip,AEeQ7YgjLKdJ2b2y5_9a6w
xFz5u2Tgv1RYmqYZ9kUFFQ,20/08/2012,0,Excellent sellection of cask ales & friendly knowledgable bartender.,tip,eyjqD5kaAvtC1uGCMS-Yyg
xFz5u2Tgv1RYmqYZ9kUFFQ,17/01/2013,0,Shockingly large whisky selection including some sought after rares. I didn't check if they actually had them at Â£35 a shot ...,tip,6nCQKmQF2l8pi-OH2MCJBA
xFz5u2Tgv1RYmqYZ9kUFFQ,14/09/2013,0,"Try the Black Isle Organic beer. Dark, smooth and creamy!",tip,vBZtYQU5t19g151bh3TyCQ
xFz5u2Tgv1RYmqYZ9kUFFQ,15/05/2014,0,Still one Alechemy on tap.,tip,M4MVVzNPZHiJdnNvWjL8VQ
xFz5u2Tgv1RYmqYZ9kUFFQ,27/06/2014,0,When in Rome,tip,wEwU88bt18BUf7DhHDRbHw
xFz5u2Tgv1RYmqYZ9kUFFQ,03/01/2015,0,Try ANY whisky by Cadenhead's,tip,vu3zS6buvxid2Gy4CMqY2Q
xFz5u2Tgv1RYmqYZ9kUFFQ,06/12/2015,0,"Outstanding lunchtime pies from Findlay's of Portobello. And great beer, obviously :-)",tip,RvyBcMVefE8BADMo0Dl48Q
KSaSzOVyWSo4Ma0UkBd56A,,,,,
5v2WUEmIPU8jTmOQ9xhcGA,30/09/2012,0,Cheapest bar in Edinburgh. It is so bad that it is funny. Don't expect anything and that is pretty much it.          Oh and it has changed it's name to Shandwicks from Edwards,tip,#NAME?
VekKmagfcsfq0UOeX_7RPg,,,,,
tw9LsOgI02DYT4L9Sr_quA,,,,,
9mW3X0VkQ61QWlJWWSGs7g,,,,,
e8wCD4XNCcxSeTSrAU6xLA,,,,,
UmOeVhicD3cTepEDC6p4jw,,,,,
tL5_K1Mxy_oddbUEjd-voQ,,,,,
Rphay8MhjPIGMcSVVucB8w,04/10/2012,0,Doigy told me to...!,tip,omwu8Lq0Ynp2ZyhnDHQ38g
WN2QUFWxIiTtUgW-oczrQg,29/04/2013,1,OMG cakes! You could have cake and wine here in the evening. Win.,tip,wx12_24dFiL1Pc0H_PygLw
WN2QUFWxIiTtUgW-oczrQg,26/08/2013,0,"Came with a friend and literally ordered one of each starter (and two of one) and a dessert in lieu of mains... the mains looked amazing, but I don't regret our approach since I love variety... still came to under Â£30 a person with two beers.",tip,dMNex88xg0EsAda_O7Jphg
WN2QUFWxIiTtUgW-oczrQg,30/11/2015,0,"Ask to be place table 3, best table out if the 11 they have. Book in advance and try their lunch for value for money meals",tip,KdUZomMtmpsT8u4MJAEGZA
WN2QUFWxIiTtUgW-oczrQg,16/03/2011,0,Most main meals come with veggies on the side.,tip,c2x5xCO3wwixaclonFpPVw
jNftD8BQ41UX4AImsXSsjA,,,,,
3JPBGbZ8cUreQqdEZmMqvQ,,,,,
IImme8H_HNUNNbPeTQwT_Q,18/12/2015,0,A decent 3 course Christmas lunch for Â£17.50 is hard to beat!,tip,vmyURrsBhEhnWjp697_qEw
IImme8H_HNUNNbPeTQwT_Q,07/02/2015,0,The bavarois is beautiful! They know how to do desserts,tip,tZs84cKAUSOtP_nAiSdreQ
Yly8lmMDbqqznWJxpez2hA,,,,,
01lSqf42wyNaiEmNgIrutg,25/07/2015,0,"An excellent surprise, complete with check in deal for a free small plate!",tip,JCkzKmJYVfA6MEhsShpfsg
#NAME?,01/12/2015,0,Worth it just for the views (go on a clear day). Watch the signs and avoid the holographic tarantula if you're arachnophobic,tip,vmyURrsBhEhnWjp697_qEw
#NAME?,25/07/2013,0,Go do the guard trip on the 5th floor!!!,tip,RpwnE337F7wa8fUr13WCLw
lSIyCvaWZl-Ex9y3r2nDPg,20/10/2012,0,"Don't bother, unless you like being ignored...",tip,kufqCcUhbXfmXiwbF47wRg
j_Osmk22IY88-f8Bzr3m-g,,,,,
EDEZNi_8fgQnQK7U98pCeA,03/06/2011,0,"Now the decent weather is upon us, for now at least, the beer garden here comes into it's own!",tip,OH7IB5YVhs41H7x4dHpuNg
EDEZNi_8fgQnQK7U98pCeA,08/09/2015,0,"Really nice setting, beautiful decor, staff were lovely :)",tip,5xup0JWKGeq6hhoNTG2QGg
EDEZNi_8fgQnQK7U98pCeA,24/02/2011,0,"Â£3.30 for a pint of Guinness, but I'm sitting in a great beer garden looking towards the stadium...beats work any ol day.",tip,OH7IB5YVhs41H7x4dHpuNg
jgUtE_lFxqhMcG4ubWCQLg,26/11/2015,0,"Not many people know but the coffee here is one the cheapest in Edinburgh  at under Â£2 and it's very good. Also, the restaurant opens at 10 in case you're hungry for an early lunch and want to avoid the crowds.",tip,4r-Z4tfq1-mEL11IkGTfTQ
jgUtE_lFxqhMcG4ubWCQLg,09/12/2015,0,Some of the best falafel in Edinburgh!,tip,hdp4-ABw5NZVWl0itwQ5_w
jgUtE_lFxqhMcG4ubWCQLg,12/01/2015,0,Delicious lamb.,tip,W9XwRjRsgn_mz-x86IiImw
7jqK8QfIj5PN2HFKgDKBfw,,,,,
RTKYidJ6nmw0chY3K3zh2g,10/08/2012,0,Kickstarting my first proper Edinburgh Festival day this year with a coffee in the Garden Cafe...sun is out and everyone is happy!,tip,fWSwi74Zk1mscAQcIABMuw
RTKYidJ6nmw0chY3K3zh2g,15/12/2012,0,One of the most Christmassy places in Edinburgh! Amazing decorations!,tip,gxNLfuOCnHrH5kVVWhFDiQ
RTKYidJ6nmw0chY3K3zh2g,22/06/2013,0,Will make custom cocktails if you ask,tip,#NAME?
RTKYidJ6nmw0chY3K3zh2g,23/08/2013,0,"Lovely afternoon tea!  Gorgeous room, great service and the food was quite good.",tip,LYpKaf8OaS91gluRfemj2w
RTKYidJ6nmw0chY3K3zh2g,28/12/2013,0,Amazing cocktails. Amazing architecture. Amazing times to be had at the most beautiful bar in the world! The Dome must not be missed!,tip,-9i_zc98yuCaQz148apVgg
RTKYidJ6nmw0chY3K3zh2g,28/12/2013,0,They have the best mojito in town and the interior is really gorgeous.,tip,LvPWjnGC6WgKuePsLt5UBQ
RTKYidJ6nmw0chY3K3zh2g,27/11/2014,0,"I'm not usually into sparkly stuff. But The Dome's Xmas lights are pretty impressive, or a tad overkill. You choose",tip,o4XEC_knhLrICxvTw67TDA
RTKYidJ6nmw0chY3K3zh2g,29/12/2014,0,Definitely worth a visit during the festive season. Building is decorated beautifully. Inside and out.,tip,cjXZwwuZywDURf5IgEtalw
RTKYidJ6nmw0chY3K3zh2g,12/03/2012,0,"Lovely afternoon tea and toast in gorgeous, relaxed surroundings! Decadent mondays...I love them!",tip,fWSwi74Zk1mscAQcIABMuw
MQo3FnweaE37sEDoG7hU5w,23/12/2014,0,Great pub with friendly people!,tip,vCY-P9T8a6PeSKDkaTGNHg
0FlLe1SZKZqf5Tg9VK1-gQ,31/08/2015,0,Lanark.,tip,M4MVVzNPZHiJdnNvWjL8VQ
0FlLe1SZKZqf5Tg9VK1-gQ,05/12/2015,0,For students any ticket price category magically changes to be Â£15!,tip,gxNLfuOCnHrH5kVVWhFDiQ
0FlLe1SZKZqf5Tg9VK1-gQ,01/02/2012,0,Brothers Davenport!,tip,wx12_24dFiL1Pc0H_PygLw
#NAME?,08/03/2015,0,"Achtung, kein Fahrstuhl vorhanden, dafÃ_r aber jede Menge Treppen.",tip,78yGM44ooDIy6B7wRFpJ6w
LrQlUZI63FLf6SjiiJbu5A,08/07/2012,0,"Thought it would be a huge rip due to its location, but a far better Scottish breakfast than yesterday AND cheaper!",tip,AEeQ7YgjLKdJ2b2y5_9a6w
LrQlUZI63FLf6SjiiJbu5A,09/08/2012,0,free fringe venue is upstairs. not a big space,tip,aViakmioe8WhEZxfk7K3-A
LrQlUZI63FLf6SjiiJbu5A,23/08/2013,0,Try the chicken,tip,pENVpJFtSXSoG9c6uHey8A
LrQlUZI63FLf6SjiiJbu5A,29/04/2014,0,Live music on a Tues night.,tip,TV2x0Wc8ZfmsUgQEt67b_A
LrQlUZI63FLf6SjiiJbu5A,08/03/2012,0,The haggis and also the beef and Guinness pie are delicious!,tip,q8yc3hyvxOZCzGHHfSS8hA
16_M0bA14jGcOE0hLmZK_w,,,,,
kzy5m93T7mbZJe9heq4PUA,13/05/2013,0,"OK place for a quick lunch or dinner, with cheap prices.",tip,EUYjCldLOBJ_ndLXKd0wow
kzy5m93T7mbZJe9heq4PUA,25/11/2012,0,Not as good as the Red Squirrel neighbor but very good value... So you can afford to be twice as drunk and twice as full!,tip,6ux_7Z6ycYYvC8PNxQbWfw
9lF6-JrS2PvTkw9KVxn3Yg,22/05/2013,0,They accept the taste card here,tip,TV2x0Wc8ZfmsUgQEt67b_A
DIlh3Ta7-7tfjKL1apaYHw,29/04/2014,0,Agree with Scott N. Get a pass to the spa. The saunas and steam rooms are the best I've ever been to.,tip,lIBDTXE2A1nqy8DiHtqbvg
DIlh3Ta7-7tfjKL1apaYHw,14/09/2014,0,Ask for a castle-facing room!,tip,hBBsNczFacbbQDsTe9y9PQ
mV2qIJvhYuHTI0_to25nrQ,24/05/2012,0,Sitting outside in this glorious sun #HappyAsLarry #IndependentEdinburgh,tip,Xk8WOG4_2sayloIV7A7Y8g
mV2qIJvhYuHTI0_to25nrQ,25/05/2012,0,"Sitting outside, sun shining & watching world go by... Oh & the food is tasty!!",tip,Xk8WOG4_2sayloIV7A7Y8g
mV2qIJvhYuHTI0_to25nrQ,19/06/2012,0,My wee regular sun trap!,tip,Xk8WOG4_2sayloIV7A7Y8g
mV2qIJvhYuHTI0_to25nrQ,16/05/2012,0,"Halloumi salad, get in my belly!!",tip,Xk8WOG4_2sayloIV7A7Y8g
VErgzjUEsusmil_DR4IYbw,22/04/2012,0,A wonderful venue for the Yelp Spring Spectacular! Thanks for hosting us!,tip,fWSwi74Zk1mscAQcIABMuw
VErgzjUEsusmil_DR4IYbw,18/05/2012,0,"Long island ice tea... Friday, you're making it up to me! :-*",tip,Xk8WOG4_2sayloIV7A7Y8g
VErgzjUEsusmil_DR4IYbw,22/04/2012,0,Yelp springspectular!  Yay!,tip,YslVzCJPQoeOwqnYduJlyQ
5pA0bK3x-8TWzWzbZRUJew,,,,,
nEM1MVODyaZCWOg7Cya4EQ,,,,,
ZRYZBtiRjjYqA8ohMoRn-Q,18/04/2014,0,Â£4.10 for a pint of Williams Bros. and they still charge 40p for card use on any size of bill.,tip,M4MVVzNPZHiJdnNvWjL8VQ
ZRYZBtiRjjYqA8ohMoRn-Q,06/07/2015,0,They host different weekly events like salsa classes,tip,JySNI9tIhmFFtUorc4zkwg
ZRYZBtiRjjYqA8ohMoRn-Q,31/12/2011,0,Free WiFi!,tip,sUXFTxyhk_bkIivNTvr-DA
OsupIEGpLkAXW9xIg90Ksg,,,,,
Qey0hC4usZnGb2aP3Q-WpA,,,,,
